month_name,fiscal_year,customer_code,product_code,forecast_quantity,sold_quantity,forecast_error
October,2018,90023028,A4118110107,1,1,0
October,2018,90023029,A4118110107,1,1,0
October,2018,70002017,A4218110201,9,7,2
October,2018,70002018,A4218110201,4,5,-1
October,2018,70003181,A4218110201,3,1,2
October,2018,70003182,A4218110201,4,3,1
October,2018,70006157,A4218110201,2,1,1
October,2018,70006158,A4218110201,2,1,1
October,2018,70007198,A4218110201,3,3,0
October,2018,70008169,A4218110201,2,1,1
October,2018,70008170,A4218110201,2,2,0
October,2018,70011193,A4218110201,2,2,0
October,2018,70011194,A4218110201,1,2,-1
October,2018,70022084,A4218110201,3,4,-1
October,2018,70022085,A4218110201,3,4,-1
October,2018,70023032,A4218110201,1,1,0
October,2018,70027208,A4218110201,1,2,-1
October,2018,80006154,A4218110201,5,8,-3
October,2018,80007196,A4218110201,10,35,-25
October,2018,90002001,A4218110201,17,12,5
October,2018,90002002,A4218110201,16,9,7
October,2018,90002004,A4218110201,10,10,0
October,2018,90002005,A4218110201,6,16,-10
October,2018,90002006,A4218110201,8,8,0
October,2018,90002008,A4218110201,28,5,23
October,2018,90002009,A4218110201,28,13,15
October,2018,90002010,A4218110201,3,13,-10
October,2018,90002012,A4218110201,5,10,-5
October,2018,90002013,A4218110201,16,12,4
October,2018,90002014,A4218110201,21,10,11
October,2018,90002016,A4218110201,19,3,16
October,2018,90003180,A4218110201,1,2,-1
October,2018,90006153,A4218110201,1,1,0
October,2018,90006156,A4218110201,1,1,0
October,2018,90007197,A4218110201,2,5,-3
October,2018,90008164,A4218110201,3,4,-1
October,2018,90008165,A4218110201,4,4,0
October,2018,90008166,A4218110201,2,4,-2
October,2018,90008168,A4218110201,2,1,1
October,2018,90011185,A4218110201,1,2,-1
October,2018,90011186,A4218110201,2,3,-1
October,2018,90011188,A4218110201,2,3,-1
October,2018,90011189,A4218110201,2,2,0
October,2018,90011190,A4218110201,2,2,0
October,2018,90011192,A4218110201,2,2,0
October,2018,90013121,A4218110201,0,1,-1
October,2018,90013124,A4218110201,0,1,-1
October,2018,90022072,A4218110201,2,8,-6
October,2018,90022073,A4218110201,5,8,-3
October,2018,90022074,A4218110201,5,3,2
October,2018,90022076,A4218110201,3,4,-1
October,2018,90022077,A4218110201,3,2,1
October,2018,90022078,A4218110201,4,7,-3
October,2018,90022080,A4218110201,2,6,-4
October,2018,90022081,A4218110201,3,12,-9
October,2018,90022082,A4218110201,2,7,-5
October,2018,90023022,A4218110201,0,1,-1
October,2018,90023025,A4218110201,1,1,0
October,2018,90023026,A4218110201,1,1,0
October,2018,90023028,A4218110201,0,1,-1
October,2018,90023029,A4218110201,1,1,0
October,2018,90023030,A4218110201,0,1,-1
October,2018,70002017,A4218110202,14,8,6
October,2018,70002018,A4218110202,16,16,0
October,2018,70003181,A4218110202,3,3,0
October,2018,70003182,A4218110202,1,3,-2
October,2018,70006157,A4218110202,0,1,-1
October,2018,70006158,A4218110202,1,2,-1
October,2018,70007198,A4218110202,4,9,-5
October,2018,70008169,A4218110202,4,1,3
October,2018,70008170,A4218110202,4,4,0
October,2018,70011193,A4218110202,1,2,-1
October,2018,70011194,A4218110202,2,1,1
October,2018,70022084,A4218110202,4,5,-1
October,2018,70022085,A4218110202,1,2,-1
October,2018,70023032,A4218110202,1,1,0
October,2018,70027208,A4218110202,1,2,-1
October,2018,80006154,A4218110202,2,3,-1
October,2018,80007196,A4218110202,14,18,-4
October,2018,90001020,A4218110202,0,1,-1
October,2018,90001021,A4218110202,1,1,0
October,2018,90002001,A4218110202,9,3,6
October,2018,90002002,A4218110202,17,15,2
October,2018,90002004,A4218110202,14,9,5
October,2018,90002005,A4218110202,11,5,6
October,2018,90002006,A4218110202,10,6,4
October,2018,90002008,A4218110202,18,18,0
October,2018,90002009,A4218110202,26,4,22
October,2018,90002010,A4218110202,4,8,-4
October,2018,90002012,A4218110202,9,14,-5
October,2018,90002013,A4218110202,17,11,6
October,2018,90002014,A4218110202,5,6,-1
October,2018,90002016,A4218110202,9,6,3
October,2018,90003180,A4218110202,2,1,1
October,2018,90006153,A4218110202,2,1,1
October,2018,90006156,A4218110202,2,2,0
October,2018,90007197,A4218110202,2,3,-1
October,2018,90008164,A4218110202,4,3,1
October,2018,90008165,A4218110202,4,3,1
October,2018,90008166,A4218110202,1,4,-3
October,2018,90008168,A4218110202,3,4,-1
October,2018,90011185,A4218110202,2,2,0
October,2018,90011186,A4218110202,1,3,-2
October,2018,90011188,A4218110202,2,1,1
October,2018,90011189,A4218110202,2,1,1
October,2018,90011190,A4218110202,1,1,0
October,2018,90011192,A4218110202,2,2,0
October,2018,90013117,A4218110202,1,1,0
October,2018,90013120,A4218110202,1,1,0
October,2018,90022072,A4218110202,2,3,-1
October,2018,90022073,A4218110202,3,4,-1
October,2018,90022074,A4218110202,4,7,-3
October,2018,90022076,A4218110202,2,5,-3
October,2018,90022077,A4218110202,2,4,-2
October,2018,90022078,A4218110202,2,3,-1
October,2018,90022080,A4218110202,2,6,-4
October,2018,90022081,A4218110202,2,12,-10
October,2018,90022082,A4218110202,2,5,-3
October,2018,90023022,A4218110202,1,1,0
October,2018,90023024,A4218110202,1,1,0
October,2018,90023028,A4218110202,1,1,0
October,2018,90023029,A4218110202,1,1,0
October,2018,90023030,A4218110202,1,1,0
October,2018,70002017,A4218110203,6,3,3
October,2018,70002018,A4218110203,16,11,5
October,2018,70003181,A4218110203,4,1,3
October,2018,70003182,A4218110203,2,3,-1
October,2018,70006157,A4218110203,1,1,0
October,2018,70006158,A4218110203,1,1,0
October,2018,70007198,A4218110203,3,6,-3
October,2018,70008169,A4218110203,2,4,-2
October,2018,70008170,A4218110203,6,2,4
October,2018,70011193,A4218110203,2,1,1
October,2018,70011194,A4218110203,1,1,0
October,2018,70013125,A4218110203,0,1,-1
October,2018,70022084,A4218110203,2,7,-5
October,2018,70022085,A4218110203,4,8,-4
October,2018,70027208,A4218110203,2,2,0
October,2018,80006154,A4218110203,2,3,-1
October,2018,80007196,A4218110203,11,7,4
October,2018,90001021,A4218110203,1,1,0
October,2018,90002001,A4218110203,6,10,-4
October,2018,90002002,A4218110203,17,9,8
October,2018,90002004,A4218110203,11,9,2
October,2018,90002005,A4218110203,15,16,-1
October,2018,90002006,A4218110203,11,14,-3
October,2018,90002008,A4218110203,19,14,5
October,2018,90002009,A4218110203,19,19,0
October,2018,90002010,A4218110203,9,7,2
October,2018,90002012,A4218110203,11,11,0
October,2018,90002013,A4218110203,5,3,2
October,2018,90002014,A4218110203,24,11,13
October,2018,90002016,A4218110203,11,8,3
October,2018,90003180,A4218110203,2,1,1
October,2018,90006153,A4218110203,1,1,0
October,2018,90006156,A4218110203,1,1,0
October,2018,90007197,A4218110203,3,7,-4
October,2018,90008164,A4218110203,5,2,3
October,2018,90008165,A4218110203,3,1,2
October,2018,90008166,A4218110203,4,3,1
October,2018,90008168,A4218110203,3,2,1
October,2018,90011185,A4218110203,2,1,1
October,2018,90011186,A4218110203,2,2,0
October,2018,90011188,A4218110203,1,3,-2
October,2018,90011189,A4218110203,2,2,0
October,2018,90011190,A4218110203,1,1,0
October,2018,90011192,A4218110203,2,1,1
October,2018,90013116,A4218110203,1,1,0
October,2018,90013117,A4218110203,0,1,-1
October,2018,90013124,A4218110203,0,1,-1
October,2018,90022072,A4218110203,1,5,-4
October,2018,90022073,A4218110203,2,1,1
October,2018,90022074,A4218110203,4,10,-6
October,2018,90022076,A4218110203,3,6,-3
October,2018,90022077,A4218110203,2,3,-1
October,2018,90022078,A4218110203,2,6,-4
October,2018,90022080,A4218110203,2,3,-1
October,2018,90022081,A4218110203,3,4,-1
October,2018,90022082,A4218110203,2,7,-5
October,2018,90023022,A4218110203,0,1,-1
October,2018,90023024,A4218110203,1,1,0
October,2018,90023028,A4218110203,0,1,-1
October,2018,90023030,A4218110203,1,1,0
October,2018,70002017,A4218110204,19,9,10
October,2018,70002018,A4218110204,16,15,1
October,2018,70003181,A4218110204,4,2,2
October,2018,70003182,A4218110204,3,2,1
October,2018,70006157,A4218110204,2,1,1
October,2018,70006158,A4218110204,1,2,-1
October,2018,70007198,A4218110204,6,7,-1
October,2018,70008169,A4218110204,1,3,-2
October,2018,70008170,A4218110204,1,3,-2
October,2018,70011193,A4218110204,1,1,0
October,2018,70011194,A4218110204,2,1,1
October,2018,70022084,A4218110204,2,6,-4
October,2018,70022085,A4218110204,2,5,-3
October,2018,70023032,A4218110204,0,1,-1
October,2018,70027208,A4218110204,1,2,-1
October,2018,80006154,A4218110204,3,7,-4
October,2018,80007196,A4218110204,6,26,-20
October,2018,90001021,A4218110204,1,1,0
October,2018,90002001,A4218110204,19,14,5
October,2018,90002002,A4218110204,21,4,17
October,2018,90002004,A4218110204,5,4,1
October,2018,90002005,A4218110204,5,8,-3
October,2018,90002006,A4218110204,5,3,2
October,2018,90002008,A4218110204,21,15,6
October,2018,90002009,A4218110204,5,6,-1
October,2018,90002010,A4218110204,13,9,4
October,2018,90002012,A4218110204,5,11,-6
October,2018,90002013,A4218110204,11,11,0
October,2018,90002014,A4218110204,12,14,-2
October,2018,90002016,A4218110204,13,16,-3
October,2018,90003180,A4218110204,1,4,-3
October,2018,90006153,A4218110204,2,1,1
October,2018,90006156,A4218110204,2,2,0
October,2018,90007197,A4218110204,3,6,-3
October,2018,90008164,A4218110204,4,3,1
October,2018,90008165,A4218110204,3,2,1
October,2018,90008166,A4218110204,3,3,0
October,2018,90008168,A4218110204,4,4,0
October,2018,90011185,A4218110204,1,3,-2
October,2018,90011186,A4218110204,2,1,1
October,2018,90011188,A4218110204,1,1,0
October,2018,90011189,A4218110204,0,1,-1
October,2018,90011190,A4218110204,2,1,1
October,2018,90011192,A4218110204,1,3,-2
October,2018,90013117,A4218110204,0,1,-1
October,2018,90013118,A4218110204,0,1,-1
October,2018,90022072,A4218110204,3,3,0
October,2018,90022073,A4218110204,2,7,-5
October,2018,90022074,A4218110204,5,9,-4
October,2018,90022076,A4218110204,2,2,0
October,2018,90022077,A4218110204,3,3,0
October,2018,90022078,A4218110204,4,5,-1
October,2018,90022080,A4218110204,3,5,-2
October,2018,90022081,A4218110204,6,8,-2
October,2018,90022082,A4218110204,2,7,-5
October,2018,90023025,A4218110204,0,1,-1
October,2018,90023026,A4218110204,1,1,0
October,2018,90023029,A4218110204,1,1,0
October,2018,90023030,A4218110204,1,1,0
October,2018,70002017,A4218110205,7,15,-8
October,2018,70002018,A4218110205,5,14,-9
October,2018,70003181,A4218110205,4,2,2
October,2018,70003182,A4218110205,2,2,0
October,2018,70006157,A4218110205,1,1,0
October,2018,70006158,A4218110205,1,1,0
October,2018,70007198,A4218110205,6,2,4
October,2018,70008169,A4218110205,2,4,-2
October,2018,70008170,A4218110205,3,1,2
October,2018,70011193,A4218110205,2,1,1
October,2018,70011194,A4218110205,2,2,0
October,2018,70022084,A4218110205,2,4,-2
October,2018,70022085,A4218110205,2,1,1
October,2018,70027208,A4218110205,1,1,0
October,2018,80006154,A4218110205,2,5,-3
October,2018,80007196,A4218110205,11,38,-27
October,2018,90001021,A4218110205,1,1,0
October,2018,90002001,A4218110205,18,5,13
October,2018,90002002,A4218110205,18,13,5
October,2018,90002004,A4218110205,10,6,4
October,2018,90002005,A4218110205,8,7,1
October,2018,90002006,A4218110205,22,16,6
October,2018,90002008,A4218110205,29,23,6
October,2018,90002009,A4218110205,25,5,20
October,2018,90002010,A4218110205,11,7,4
October,2018,90002012,A4218110205,20,14,6
October,2018,90002013,A4218110205,3,3,0
October,2018,90002014,A4218110205,9,12,-3
October,2018,90002016,A4218110205,12,16,-4
October,2018,90003180,A4218110205,1,4,-3
October,2018,90006153,A4218110205,2,1,1
October,2018,90006156,A4218110205,1,2,-1
October,2018,90007197,A4218110205,1,5,-4
October,2018,90008164,A4218110205,4,5,-1
October,2018,90008165,A4218110205,5,4,1
October,2018,90008166,A4218110205,5,2,3
October,2018,90008168,A4218110205,5,3,2
October,2018,90011185,A4218110205,2,2,0
October,2018,90011186,A4218110205,1,2,-1
October,2018,90011189,A4218110205,0,2,-2
October,2018,90011190,A4218110205,2,3,-1
October,2018,90011192,A4218110205,2,1,1
October,2018,90013117,A4218110205,0,1,-1
October,2018,90022072,A4218110205,1,8,-7
October,2018,90022073,A4218110205,2,6,-4
October,2018,90022074,A4218110205,3,10,-7
October,2018,90022076,A4218110205,4,2,2
October,2018,90022077,A4218110205,3,6,-3
October,2018,90022078,A4218110205,3,1,2
October,2018,90022080,A4218110205,4,2,2
October,2018,90022081,A4218110205,2,12,-10
October,2018,90022082,A4218110205,1,4,-3
October,2018,90023026,A4218110205,0,1,-1
October,2018,90023028,A4218110205,0,1,-1
October,2018,90023029,A4218110205,1,1,0
October,2018,90023030,A4218110205,1,1,0
October,2018,70002017,A4918110101,8,2,6
October,2018,70002018,A4918110101,13,3,10
October,2018,70003181,A4918110101,4,2,2
October,2018,70003182,A4918110101,3,3,0
October,2018,70006157,A4918110101,1,2,-1
October,2018,70006158,A4918110101,1,1,0
October,2018,70007198,A4918110101,5,4,1
October,2018,70008169,A4918110101,2,2,0
October,2018,70008170,A4918110101,3,2,1
October,2018,70011193,A4918110101,2,1,1
October,2018,70011194,A4918110101,2,1,1
October,2018,70013126,A4918110101,0,1,-1
October,2018,70022084,A4918110101,4,6,-2
October,2018,70022085,A4918110101,2,1,1
October,2018,70023032,A4918110101,0,1,-1
October,2018,70027208,A4918110101,1,1,0
October,2018,80006154,A4918110101,5,5,0
October,2018,80007196,A4918110101,11,16,-5
October,2018,90002001,A4918110101,5,8,-3
October,2018,90002002,A4918110101,23,3,20
October,2018,90002004,A4918110101,13,11,2
October,2018,90002005,A4918110101,15,9,6
October,2018,90002006,A4918110101,8,7,1
October,2018,90002008,A4918110101,10,18,-8
October,2018,90002009,A4918110101,23,15,8
October,2018,90002010,A4918110101,7,8,-1
October,2018,90002012,A4918110101,12,10,2
October,2018,90002013,A4918110101,5,13,-8
October,2018,90002014,A4918110101,11,4,7
October,2018,90002016,A4918110101,8,10,-2
October,2018,90003180,A4918110101,1,3,-2
October,2018,90006153,A4918110101,1,1,0
October,2018,90006156,A4918110101,2,1,1
October,2018,90007197,A4918110101,3,6,-3
October,2018,90008164,A4918110101,7,4,3
October,2018,90008165,A4918110101,3,3,0
October,2018,90008166,A4918110101,2,4,-2
October,2018,90008168,A4918110101,5,2,3
October,2018,90011185,A4918110101,2,2,0
October,2018,90011186,A4918110101,2,2,0
October,2018,90011188,A4918110101,2,1,1
October,2018,90011189,A4918110101,1,1,0
October,2018,90011190,A4918110101,2,2,0
October,2018,90011192,A4918110101,2,2,0
October,2018,90022072,A4918110101,1,2,-1
October,2018,90022073,A4918110101,2,1,1
October,2018,90022074,A4918110101,3,6,-3
October,2018,90022076,A4918110101,2,5,-3
October,2018,90022077,A4918110101,5,3,2
October,2018,90022078,A4918110101,4,6,-2
October,2018,90022080,A4918110101,5,3,2
October,2018,90022081,A4918110101,5,7,-2
October,2018,90022082,A4918110101,2,2,0
October,2018,90023024,A4918110101,1,1,0
October,2018,90023029,A4918110101,0,1,-1
October,2018,90023030,A4918110101,0,1,-1
October,2018,70002017,A4918110102,15,5,10
October,2018,70002018,A4918110102,19,5,14
October,2018,70003181,A4918110102,2,3,-1
October,2018,70003182,A4918110102,3,3,0
October,2018,70006157,A4918110102,0,1,-1
October,2018,70006158,A4918110102,1,2,-1
October,2018,70007198,A4918110102,4,4,0
October,2018,70008169,A4918110102,5,1,4
October,2018,70008170,A4918110102,2,1,1
October,2018,70011193,A4918110102,2,2,0
October,2018,70011194,A4918110102,2,1,1
October,2018,70022084,A4918110102,4,6,-2
October,2018,70022085,A4918110102,2,3,-1
October,2018,70023032,A4918110102,0,1,-1
October,2018,70027208,A4918110102,2,1,1
October,2018,80006154,A4918110102,5,3,2
October,2018,80007196,A4918110102,22,5,17
October,2018,90001020,A4918110102,1,1,0
October,2018,90002001,A4918110102,6,12,-6
October,2018,90002002,A4918110102,12,7,5
October,2018,90002004,A4918110102,14,10,4
October,2018,90002005,A4918110102,9,5,4
October,2018,90002006,A4918110102,16,7,9
October,2018,90002008,A4918110102,23,5,18
October,2018,90002009,A4918110102,6,3,3
October,2018,90002010,A4918110102,4,12,-8
October,2018,90002012,A4918110102,11,13,-2
October,2018,90002013,A4918110102,6,4,2
October,2018,90002014,A4918110102,20,4,16
October,2018,90002016,A4918110102,20,10,10
October,2018,90003180,A4918110102,4,1,3
October,2018,90006153,A4918110102,2,2,0
October,2018,90006156,A4918110102,1,2,-1
October,2018,90007197,A4918110102,3,6,-3
October,2018,90008164,A4918110102,5,2,3
October,2018,90008165,A4918110102,5,2,3
October,2018,90008166,A4918110102,4,1,3
October,2018,90008168,A4918110102,5,2,3
October,2018,90011185,A4918110102,2,1,1
October,2018,90011186,A4918110102,0,1,-1
October,2018,90011188,A4918110102,1,2,-1
October,2018,90011189,A4918110102,2,2,0
October,2018,90011190,A4918110102,2,1,1
October,2018,90011192,A4918110102,0,2,-2
October,2018,90022072,A4918110102,4,1,3
October,2018,90022073,A4918110102,5,2,3
October,2018,90022074,A4918110102,3,7,-4
October,2018,90022076,A4918110102,2,6,-4
October,2018,90022077,A4918110102,5,2,3
October,2018,90022078,A4918110102,5,3,2
October,2018,90022080,A4918110102,4,5,-1
October,2018,90022081,A4918110102,2,6,-4
October,2018,90022082,A4918110102,2,3,-1
October,2018,90023022,A4918110102,0,1,-1
October,2018,90023024,A4918110102,0,1,-1
October,2018,90023025,A4918110102,1,1,0
October,2018,90023026,A4918110102,1,1,0
October,2018,90023028,A4918110102,1,1,0
October,2018,90023030,A4918110102,1,1,0
October,2018,70002017,A4918110103,19,9,10
October,2018,70002018,A4918110103,10,13,-3
October,2018,70003181,A4918110103,3,1,2
October,2018,70003182,A4918110103,1,3,-2
October,2018,70006158,A4918110103,1,1,0
October,2018,70007198,A4918110103,6,5,1
October,2018,70008169,A4918110103,4,3,1
October,2018,70008170,A4918110103,1,2,-1
October,2018,70011194,A4918110103,1,2,-1
October,2018,70022084,A4918110103,3,5,-2
October,2018,70022085,A4918110103,2,2,0
October,2018,70027208,A4918110103,2,2,0
October,2018,80006154,A4918110103,2,2,0
October,2018,80007196,A4918110103,20,14,6
October,2018,90002001,A4918110103,4,8,-4
October,2018,90002002,A4918110103,21,8,13
October,2018,90002004,A4918110103,22,4,18
October,2018,90002005,A4918110103,12,9,3
October,2018,90002006,A4918110103,10,6,4
October,2018,90002008,A4918110103,31,5,26
October,2018,90002009,A4918110103,11,15,-4
October,2018,90002010,A4918110103,17,4,13
October,2018,90002012,A4918110103,6,11,-5
October,2018,90002013,A4918110103,24,6,18
October,2018,90002014,A4918110103,18,2,16
October,2018,90002016,A4918110103,22,5,17
October,2018,90003180,A4918110103,4,3,1
October,2018,90006153,A4918110103,2,1,1
October,2018,90006156,A4918110103,1,1,0
October,2018,90007197,A4918110103,5,6,-1
October,2018,90008164,A4918110103,3,1,2
October,2018,90008165,A4918110103,6,4,2
October,2018,90008166,A4918110103,3,3,0
October,2018,90008168,A4918110103,3,1,2
October,2018,90011185,A4918110103,1,2,-1
October,2018,90011186,A4918110103,2,1,1
October,2018,90011188,A4918110103,1,2,-1
October,2018,90011190,A4918110103,2,1,1
October,2018,90011192,A4918110103,1,2,-1
October,2018,90013122,A4918110103,0,1,-1
October,2018,90022072,A4918110103,3,5,-2
October,2018,90022073,A4918110103,3,6,-3
October,2018,90022074,A4918110103,1,8,-7
October,2018,90022076,A4918110103,3,6,-3
October,2018,90022077,A4918110103,4,6,-2
October,2018,90022078,A4918110103,1,5,-4
October,2018,90022080,A4918110103,3,4,-1
October,2018,90022081,A4918110103,7,6,1
October,2018,90022082,A4918110103,1,4,-3
October,2018,90023024,A4918110103,0,1,-1
October,2018,90023025,A4918110103,1,1,0
October,2018,90023029,A4918110103,0,1,-1
October,2018,90023030,A4918110103,1,1,0
October,2018,70002017,A4918110104,14,4,10
October,2018,70002018,A4918110104,4,5,-1
October,2018,70003181,A4918110104,3,2,1
October,2018,70003182,A4918110104,1,1,0
October,2018,70006158,A4918110104,1,1,0
October,2018,70007198,A4918110104,3,6,-3
October,2018,70008169,A4918110104,6,1,5
October,2018,70008170,A4918110104,7,3,4
October,2018,70011193,A4918110104,1,2,-1
October,2018,70011194,A4918110104,1,2,-1
October,2018,70022084,A4918110104,3,4,-1
October,2018,70022085,A4918110104,2,3,-1
October,2018,70027208,A4918110104,2,2,0
October,2018,80006154,A4918110104,6,6,0
October,2018,80007196,A4918110104,20,25,-5
October,2018,90001021,A4918110104,1,1,0
October,2018,90002001,A4918110104,19,12,7
October,2018,90002002,A4918110104,22,5,17
October,2018,90002004,A4918110104,17,12,5
October,2018,90002005,A4918110104,14,4,10
October,2018,90002006,A4918110104,18,5,13
October,2018,90002008,A4918110104,14,15,-1
October,2018,90002009,A4918110104,26,4,22
October,2018,90002010,A4918110104,6,5,1
October,2018,90002012,A4918110104,14,10,4
October,2018,90002013,A4918110104,21,4,17
October,2018,90002014,A4918110104,19,5,14
October,2018,90002016,A4918110104,22,8,14
October,2018,90003180,A4918110104,3,4,-1
October,2018,90006153,A4918110104,1,1,0
October,2018,90006156,A4918110104,1,1,0
October,2018,90007197,A4918110104,5,3,2
October,2018,90008164,A4918110104,3,1,2
October,2018,90008165,A4918110104,4,3,1
October,2018,90008166,A4918110104,2,2,0
October,2018,90008168,A4918110104,4,3,1
October,2018,90011185,A4918110104,1,2,-1
October,2018,90011186,A4918110104,1,2,-1
October,2018,90011188,A4918110104,2,1,1
October,2018,90011189,A4918110104,2,1,1
October,2018,90011190,A4918110104,2,2,0
October,2018,90011192,A4918110104,2,2,0
October,2018,90013116,A4918110104,0,1,-1
October,2018,90013117,A4918110104,0,1,-1
October,2018,90013121,A4918110104,0,1,-1
October,2018,90013124,A4918110104,0,1,-1
October,2018,90022072,A4918110104,2,3,-1
October,2018,90022073,A4918110104,2,3,-1
October,2018,90022074,A4918110104,4,8,-4
October,2018,90022076,A4918110104,3,2,1
October,2018,90022077,A4918110104,1,4,-3
October,2018,90022078,A4918110104,2,2,0
October,2018,90022080,A4918110104,5,5,0
October,2018,90022081,A4918110104,5,7,-2
October,2018,90022082,A4918110104,4,5,-1
October,2018,90023024,A4918110104,0,1,-1
October,2018,90023025,A4918110104,1,1,0
October,2018,90023026,A4918110104,1,1,0
October,2018,90023030,A4918110104,1,1,0
October,2018,70002017,A5018110201,17,6,11
October,2018,70002018,A5018110201,8,10,-2
October,2018,70003181,A5018110201,2,2,0
October,2018,70003182,A5018110201,3,2,1
October,2018,70006157,A5018110201,2,1,1
October,2018,70007198,A5018110201,2,5,-3
October,2018,70008169,A5018110201,3,2,1
October,2018,70008170,A5018110201,3,2,1
October,2018,70011193,A5018110201,1,1,0
October,2018,70011194,A5018110201,2,2,0
October,2018,70022084,A5018110201,4,4,0
October,2018,70022085,A5018110201,3,5,-2
October,2018,70027208,A5018110201,2,1,1
October,2018,80006154,A5018110201,5,4,1
October,2018,80007196,A5018110201,22,29,-7
October,2018,90002001,A5018110201,14,5,9
October,2018,90002002,A5018110201,7,11,-4
October,2018,90002004,A5018110201,6,3,3
October,2018,90002005,A5018110201,10,9,1
October,2018,90002006,A5018110201,20,6,14
October,2018,90002008,A5018110201,6,4,2
October,2018,90002009,A5018110201,14,9,5
October,2018,90002010,A5018110201,17,10,7
October,2018,90002012,A5018110201,13,6,7
October,2018,90002013,A5018110201,5,11,-6
October,2018,90002014,A5018110201,20,6,14
October,2018,90002016,A5018110201,13,5,8
October,2018,90003180,A5018110201,2,2,0
October,2018,90006153,A5018110201,1,1,0
October,2018,90006156,A5018110201,2,1,1
October,2018,90007197,A5018110201,1,4,-3
October,2018,90008164,A5018110201,4,1,3
October,2018,90008165,A5018110201,2,4,-2
October,2018,90008166,A5018110201,6,1,5
October,2018,90008168,A5018110201,4,1,3
October,2018,90011185,A5018110201,1,2,-1
October,2018,90011186,A5018110201,1,1,0
October,2018,90011188,A5018110201,1,1,0
October,2018,90011189,A5018110201,2,2,0
October,2018,90011190,A5018110201,1,2,-1
October,2018,90011192,A5018110201,2,2,0
October,2018,90022072,A5018110201,1,3,-2
October,2018,90022073,A5018110201,2,4,-2
October,2018,90022074,A5018110201,6,3,3
October,2018,90022076,A5018110201,4,3,1
October,2018,90022077,A5018110201,2,4,-2
October,2018,90022078,A5018110201,2,6,-4
October,2018,90022080,A5018110201,4,5,-1
October,2018,90022081,A5018110201,2,8,-6
October,2018,90022082,A5018110201,1,6,-5
October,2018,90023024,A5018110201,0,1,-1
October,2018,90023028,A5018110201,0,1,-1
October,2018,70002017,A5018110202,8,7,1
October,2018,70002018,A5018110202,9,12,-3
October,2018,70003181,A5018110202,2,1,1
October,2018,70003182,A5018110202,2,2,0
October,2018,70006158,A5018110202,1,1,0
October,2018,70007198,A5018110202,3,3,0
October,2018,70008169,A5018110202,4,3,1
October,2018,70008170,A5018110202,2,2,0
October,2018,70011193,A5018110202,2,1,1
October,2018,70011194,A5018110202,0,2,-2
October,2018,70013125,A5018110202,0,1,-1
October,2018,70022084,A5018110202,3,6,-3
October,2018,70022085,A5018110202,4,5,-1
October,2018,80006154,A5018110202,5,5,0
October,2018,80007196,A5018110202,5,6,-1
October,2018,90002001,A5018110202,8,2,6
October,2018,90002002,A5018110202,12,10,2
October,2018,90002004,A5018110202,16,11,5
October,2018,90002005,A5018110202,14,11,3
October,2018,90002006,A5018110202,19,9,10
October,2018,90002008,A5018110202,20,14,6
October,2018,90002009,A5018110202,7,9,-2
October,2018,90002010,A5018110202,14,9,5
October,2018,90002012,A5018110202,5,5,0
October,2018,90002013,A5018110202,7,4,3
October,2018,90002014,A5018110202,6,9,-3
October,2018,90002016,A5018110202,18,4,14
October,2018,90003180,A5018110202,3,1,2
October,2018,90006153,A5018110202,1,1,0
October,2018,90006156,A5018110202,1,2,-1
October,2018,90007197,A5018110202,4,3,1
October,2018,90008164,A5018110202,2,1,1
October,2018,90008165,A5018110202,4,2,2
October,2018,90008166,A5018110202,7,1,6
October,2018,90008168,A5018110202,3,2,1
October,2018,90011185,A5018110202,1,2,-1
October,2018,90011186,A5018110202,2,2,0
October,2018,90011188,A5018110202,0,1,-1
October,2018,90011189,A5018110202,2,2,0
October,2018,90011190,A5018110202,2,2,0
October,2018,90011192,A5018110202,1,1,0
October,2018,90013121,A5018110202,1,1,0
October,2018,90022072,A5018110202,2,5,-3
October,2018,90022073,A5018110202,2,5,-3
October,2018,90022074,A5018110202,2,5,-3
October,2018,90022076,A5018110202,2,4,-2
October,2018,90022077,A5018110202,1,5,-4
October,2018,90022078,A5018110202,1,2,-1
October,2018,90022080,A5018110202,4,6,-2
October,2018,90022081,A5018110202,2,6,-4
October,2018,90022082,A5018110202,3,5,-2
October,2018,90023022,A5018110202,1,1,0
October,2018,90023024,A5018110202,1,1,0
October,2018,90023025,A5018110202,0,1,-1
October,2018,90023030,A5018110202,1,1,0
October,2018,70002017,A5018110203,11,5,6
October,2018,70002018,A5018110203,17,10,7
October,2018,70003181,A5018110203,1,2,-1
October,2018,70003182,A5018110203,4,4,0
October,2018,70006157,A5018110203,1,1,0
October,2018,70006158,A5018110203,2,2,0
October,2018,70007198,A5018110203,2,4,-2
October,2018,70008169,A5018110203,2,3,-1
October,2018,70008170,A5018110203,1,2,-1
October,2018,70011193,A5018110203,2,1,1
October,2018,70011194,A5018110203,2,1,1
October,2018,70022084,A5018110203,2,5,-3
October,2018,70022085,A5018110203,2,1,1
October,2018,70023032,A5018110203,1,1,0
October,2018,70027208,A5018110203,1,1,0
October,2018,80006154,A5018110203,4,2,2
October,2018,80007196,A5018110203,6,16,-10
October,2018,90001020,A5018110203,1,1,0
October,2018,90001021,A5018110203,0,1,-1
October,2018,90002001,A5018110203,11,3,8
